vol_pri,symbol
270237834,GDS
270056105,AMP
269757972,DRI
269360496,SFM
269264944,ULTA
267766656,CHD
266799205,BBY
266283703,MET
265761205,PAYX
265294485,MBB
263651400,XEL
262967030,CF
261822915,DUOL
261551325,TER
261313220,BITU
261297750,LW
261103726,XPEV
260857550,FND
258880000,ALB
258809047,PPG
257503050,SAIA
256596480,NEE-T
256381072,EPD
256314864,CRS
256225728,MANH
255700624,XPO
255388992,FE
255352272,TFC
254902559,OMC
254115456,CNP
254113915,CGDV
253597680,CONL
253385423,VICI
253259135,EL
253256790,SOLV
252299576,BURL
250977426,BBAI
250932182,WBA
250775900,HAL
250718160,SPG
248590910,EWW
248372830,LYG
248291288,SRLN
247967168,VCSH
247340300,FOUR
246838856,FTAI
245846944,MNDY
245839938,PSQ
245805200,FRPT
245730040,NCLH
245675540,RXRX
245155558,SSO
244780800,BEKE
244715558,HPQ
243785896,NVDQ
243726000,SH
243386780,QYLD
243100368,TREX
242511136,XLRE
242406980,HIG
242194200,DOW
242168758,BITB
241663500,LUNR
241552960,CDW
240849580,MSTY
239130795,WAY
238560945,QUAL
238172108,APTV
237714400,GLOB
237670794,VGIT
236830144,TRU
236501298,RJF
236486800,EAT
236136880,NVDX
235627105,WST
235607658,PTC
234746886,SHAK
233242443,ITOT
233137248,LYFT
232967977,LII
232442496,FAST
232372949,WTW
231521648,BBIO
230439500,EXR
229794708,GRMN
229585077,GPN
229389240,AAOI
229017393,HPE
228879141,ARKB
226840050,STLA
226536768,RH
225751045,NLY
225391383,FIS
225355040,IDEV
225284224,AFL
224674360,RMD
224580300,AGNC
224129250,IRM
222770756,NIO
222182130,D
222102540,CPAY
221298000,BIIB
221184024,MCHI
220950000,PSTG
220897060,TEVA
219853698,SUI
218725520,CRI
218678955,LITE
218243937,ASHR
216710543,ONON
216287392,CZR
215135680,IWD
214990299,SCHX
214689884,PTIR
214298124,SYF
214262704,UTHR
213457536,INSM
213243555,KEY
213102912,DBX
212921464,WIX
212128890,CCJ
212003393,EXPD
210796856,NICE
210499881,GEHC
210446500,EPAM
209491128,CORZ
209433692,URA
208832952,VB
208748806,CE
208036928,CLX
207688620,SHEL
207537000,DOCU
206728963,IOT
206254805,DKS
206228182,DLTR
206169964,MTD
206160906,FDN
204830640,SNAP
204673274,VT
204296880,FITB
204114490,KGC
204046668,MKC
203994945,CCEP
203845176,AER
202048112,GKOS
201719675,K
201699144,SGI
201294940,SW
200639805,VGSH
200387700,JBL
200294172,VLTO
199861557,RF
199033516,KNX
198743804,GLDM
198386454,EMXC
197750704,WULF
197300905,WAT
197242794,DOV
196978392,CMS
196775631,SPYG
196350224,Z
196163766,IR
195955974,W
195321973,DD
195012818,EQH
194685580,ONTO
194529744,CIEN
194138541,J
193875448,FWONK
193400739,BROS
193183900,HII
192574528,ADM
191426322,TRI
191211250,INFY
190983870,NDAQ
190792636,TSLT
190283616,CIFR
190208820,ELF
190144647,PBR
189814500,DOCN
189183735,SWTX
188750034,SMR
188498280,ITCI
188363976,SCHF
188133880,MTZ
188131679,SWKS
188040176,CBOE
187582176,SPDN
187461300,USFD
187401767,WYNN
186622464,HST
186440950,GDXJ
186071540,NBIX
185972719,ERIC
185092313,MTUM
184033024,GRAB
183997226,NVR
183838868,STRL
183510380,USMV
183430744,WSO
182836941,WEX
182790400,LNT
182566998,OKTA
182454428,THC
181918005,BE
181526400,AS
181507656,VIG
181412950,JBTM
181372686,VO
181363248,DY
181191863,BILI
180743658,AAP
180660816,QSR
180587192,CHWY
180426960,USO
180327200,ETSY
180207378,ALC
179974120,YMM
179933994,MGM
179818351,ROK
178976817,TPL
178929424,BBWI
178744610,RPRX
178648000,TIP
178464698,STT
178184340,ZBH
177920188,BTDR
177747207,SU
176545194,DJT
175597686,PRIM
175357644,TEL
174597270,JAZZ
174311130,MKTX
174113803,TAP
174080880,LYB
173785704,SSNC
173653692,USHY
173527025,ALL
173419169,LMND
173245842,NTR
172792368,FFIV
172412750,VKTX
172242350,APA
171995967,STLD
171905382,IPG
171456000,DVA
171196980,NVD
171080940,CFG
170820110,VXUS
170753532,ALK
170350368,RWM
170279976,ARE
170251962,BSV
170055600,DOCS
169817535,GWRE
169464516,BJ
169336344,EVRG
169011228,IEI
168672736,CFLT
168647842,ES
168502301,BBCA
168396789,PAYC
167883438,FAZ
167873700,MAA
167312520,CROX
167289300,INOD
167097856,NTNX
166587896,BLD
166509000,CW
166479000,AZPN
166339512,GFL
166271708,CHX
165937792,WCN
165693072,TMDX
165197156,PNR
164904503,BINC
164378613,SVIX
163810666,AI
163728000,RY
163326402,GME
162811080,MOD
162467265,PPL
161680400,KBR
161296512,AXSM
161206531,PKG
161160182,ITUB
161096000,ONC
160968171,ARKG
160856940,FTI
160825236,KTB
160491600,CACI
159850704,STM
159159750,BWXT
159128684,YUMC
158868556,BMO
158128542,AEE
158007491,MTCH
157876944,LSCC
157351618,NI
157036165,SNA
156702721,AMCR
155934230,CHKP
155895633,OIH
155894760,DB
155314860,UL
155084517,ASX
154926908,SPHY
154520200,IVW
154517440,BNDX
154170582,KBE
153815250,HRI
153802800,UHS
153687248,INCY
153650640,JBHT
153276368,ANSS
153169804,FLR
152760790,TSLS
152594040,CSL
152490270,SGOL
152294109,PLTU
151886980,YY
151711005,SPSM
151151884,IBN
151056340,MOS
150964542,SNY
150835086,GPC
150669324,MMYT
150434803,TW
150110072,FN
149900964,CP
149857006,CNI
149759658,AVTR
149447310,BTI
148998710,OWL
148914112,STE
148698000,ACGL
148685016,QRVO
148386448,NTRS
148365375,TROW
148226467,VGLT
148222990,OVV
147889503,VNET
147731544,FIVE
147690737,AEIS
147657277,SBIT
147577300,OLED
147460635,GTLB
146967072,KOLD
146901036,TRMB
146772210,FEZ
146180160,CVE
145889798,ALLY
145837524,SONY
145773584,TSN
145421169,AUR
145267587,CALF
145190529,PATH
145102220,BRBR
144824046,SJNK
144754159,BMRN
144723996,PEN
144438300,LABU
144433918,ICLR
144432120,BN
144329712,RACE
144140825,AR
143911160,BRO
143662940,PR
143037225,BILL
142867320,TFX
142723485,IFF
142641408,MKSI
142586727,JEF
142468970,RS
142226121,RRC
140936439,GOVT
140936103,AG
140691408,ZBRA
140457855,TD
140436317,FHN
140309400,CPT
139811562,VYM
139478900,ATO
139334040,ELAN
139200546,DTM
138773151,EG
138605880,BUD
138553296,INSP
138359400,BTCO
138001920,IYW
137716040,VIPS
137281298,MAGS
137129168,AES
136912200,POOL
136500361,VRNA
136208056,FLEX
136059160,JBLU
135757364,BTG
135391388,ESTC
135004752,HAS
134986891,GMED
134919728,LABD
134887608,BR
134736925,PNW
134621410,LH
134064990,WY
134025640,WCC
133840960,CASY
133776630,AA
133528110,TAL
133448754,FNF
133447869,FCNCA
133038047,MGK
132975480,VEU
132937490,FIVN
132477092,EZU
132217238,X
131776710,VNOM
131529464,DTE
131508967,RGEN
131476421,WGS
131310756,LIVN
131179418,ACWX
130812060,CTVA
130577469,CLH
130387387,CAG
130045453,WAL
129829273,LNTH
129827974,H
129763255,ZION
129602832,ELS
129505320,SDOW
129287808,CHRW
128934012,CHRD
128046600,ZIM
127218760,ETHE
127184400,WPC
126835018,EDU
126677440,ARMK
126476636,DT
126355470,MKL
125894351,VIXY
125881052,RBRK
125778884,HUT
125689280,UNM
125304000,BZ
125065401,JNPR
124890345,LINE
124630740,VOOG
124600960,ALLE
124507575,GTLS
124262432,CMA
124249600,PHYS
123817194,AFG
123613330,MUSA
123451635,UMC
123164860,ACM
123069725,BALL
122821056,RIG
122639521,EWY
122176050,NVT
122080588,BITI
122054112,COO
121905309,TECL
121353124,VAL
121323917,AIZ
120960084,IXUS
120927450,CDE
120863016,RNR
120760108,TME
120733199,NVDU
120460327,HEI
120371874,SG
119703151,SWK
119471374,EZBC
119330658,BG
118863092,SPMO
118860079,SCHH
118642765,NVDD
118590512,MASI
118500580,AMDL
118234980,MDGL
118177744,SJM
117578159,CINF
116927301,IGSB
116704490,HEES
116666550,GAP
116601720,NTES
116499360,HDB
116303459,FAS
116227825,OEF
116214372,IBB
116210080,BHP
116006862,BIV
115832480,BTCW
115726468,TECK
114976726,JTAI
114947822,AMH
114629481,BNTX
114603528,UNG
114481876,FDS
114178077,MAT
113958992,SDVY
113956699,SM
113855839,CPB
113557500,TYL
113304504,WPM
113110200,SRPT
113065852,TECH
113051246,MINT
112897836,SVXY
111929190,NWL
111781080,AWI
111733875,LKQ
111721064,MAS
111595396,YANG
111300427,FBIN
110887900,BNS
110861328,URBN
110721429,PCVX
110547200,TFII
110546143,TRP
110436600,WH
110265069,PSN
110161597,SCI
109789163,JKHY
108987126,SPLV
108709182,JOBY
108488480,VG
107923635,DINO
107623600,EQNR
107551886,RRX
107449092,TDY
107343434,HOLX
107145623,PFF
107105526,SRTY
107010720,S
106972876,ESS
106972175,CGGR
106760685,SCHB
106260847,KMX
106057458,DNN
105774308,COLD
105606110,VONG
105545811,CCK
105371154,INGR
105198129,OLLI
104936458,HLN
104891027,PRMB
104650725,SPYV
104596932,HQY
104519170,VIK
104434440,LNW
104153310,MHK
103973814,CGUS
103208000,SEZL
103164722,EXAS
102904758,SIRI
102864475,DAY
102823752,LRN
102823290,POWL
102779600,EWBC
102225975,RBA
102128182,AIRR
102057694,CONY
101981311,PULS
101951994,JLL
101781204,WSC
101768128,GH
101660626,AVB
101627800,IUSB
101466622,PTON
101292078,BOIL
101290008,PRCT
101006014,GLBE
100461790,IWR
100281280,FSM
100275876,PFG
100246514,NOVT
100189614,GSHD
99973698,UDR
99842940,SKX
99797440,PLUG
99726998,BXP
99713487,CRSP
99487136,YOU
99444480,AVY
99285408,RGA
98957160,MC
97999458,FLOT
97643280,CAKE
96902337,FUBO
96628109,VTWO
96444674,IWS
96363600,LPX
96203367,ERJ
96129840,CALM
96107233,SCCO
96012175,TLH
95896450,WRB
95863770,COWZ
95854164,VFC
95795923,GXO
95662340,VTRS
95404876,SCHO
95376561,SLM
95291480,TSDD
95133972,MUR
95065020,IRTC
94811034,TBIL
94664848,BTC
94612320,BERY
94478220,OS
94433280,INVH
94265288,ARW
94214882,PZZA
94047594,IEX
94025421,TDOC
93980040,LTH
93923690,AZZ
93914150,VCYT
93592044,CNX
93576999,BRRR
93497005,DSTL
93428520,ATI
93408246,COOP
93372630,MLGO
93363350,ADT
93188520,GEN
92772435,APG
92676870,FMC
92484224,ESGU
92450202,MTDR
92386656,MTSI
92365957,EWU
92263050,PENN
92124900,SLXN
91976190,MLPX
91902468,JETS
91901985,FUN
91795175,IYZ
91782166,SEE
91718760,WEN
91615329,DOC
91453230,VRN
91276276,IWN
91128578,DGRO
91077600,FCN
91036308,EWT
90823720,IWY
90806775,MPLX
90688710,BSY
90658008,WOLF
90467796,CYTK
90233858,VOD
90221640,AHCO
90191214,KBWB
90145000,EXEL
89936502,GRRR
89774652,MEDP
89748098,TTEK
89667868,COLM
89594328,RVLV
89557572,EQR
89478025,ARE-B
89477336,FNGD
89395516,NUGT
89364920,AZEK
88899500,TTE
88892139,AGQ
88642406,BAM
88182685,BIO
88173952,CNR
87890200,ZI
87615000,CNK
87593398,AOS
87517724,VXF
87502076,KD
87339406,FL
87321810,LAD
87318978,AVUV
87262972,DNUT
87155296,BOXX
87116700,BF.B
86796185,WLK
86756202,XLG
86673314,FLS
86656790,ITT
86215640,SN
86097239,VBK
86023778,CG
85552428,ALSN
85371195,CUBE
85248795,EDV
85199399,TXT
84990502,SPMD
84644748,HL
84561800,TARS
84306282,CHDN
84194880,APPF
84172741,WTRG
84100814,WHR
84093050,EXLS
84083350,OHI
84010795,LEU
83789497,TSLY
83763108,MLI
83629890,IAUM
83566925,ASO
83450276,SPDW
83260218,AYI
83125035,PAAS
82910400,NYT
82643484,JACK
82639662,IVZ
82630520,FETH
82548732,BWA
82483900,RKT
82263312,NDSN
81856908,STIP
81609336,ALGM
81403094,MMSI
81054096,TNET
80992896,MUFG
80987961,XME
80875056,HRL
80780976,KGS
80369040,ROL
80363238,AQN
80294760,DDS
80032185,GRAL
80024448,WRD
79922815,ARCC
79823652,IUSV
79815554,REG
79783950,CWAN
79658280,PARA
79654239,CRUS
79539096,BTE
79342752,TFLO
79273568,PAVE
79230320,HRB
79150821,ACI
79077702,SPTL
79047430,GNRC
79022361,VLY
78989688,MFC
78702260,NNE
78594089,FOX
78437880,RDFN
78420720,RUN
78388856,GLPI
78360072,ENVX
78318975,JXN
78288558,PCTY
78241744,VBR
78226547,PCOR
78163584,BABX
78073225,IHI
78053360,CORT
77744877,MTN
77602910,ADC
77574112,VSCO
77152060,IUSG
77139524,BBJP
77130360,MRVI
77123904,IWO
77077600,BREA
77000301,UCTT
76868457,SAM
76780395,ICSH
76664302,GGG
76621338,NVMI
76458112,IGIB
76428909,EFV
76379325,PTEN
76267812,LEGN
76103375,DUST
76062168,NOK
76054170,UUUU
76037550,ARR
76002368,TSLR
76000866,KIM
75958578,RHP
75874225,DOG
75737120,EGP
75576882,CX
75505969,AU
75395364,FALN
75363210,ABR
75269502,EMN
75265316,AAON
75242200,AGI
75167520,G
75023440,AMLP
74891488,NOBL
74717208,PLYA
74572378,POST
74558360,SPHQ
74515460,PRKS
74476192,NXT
74434122,M
74419492,SF
74403602,MP
74237625,EVER
74191414,NWG
74109048,EWC
74029037,OPEN
74014570,VHT
73926783,FBND
73914750,VOT
73760212,RELY
73709552,GFI
73703650,BBD
73678334,PFGC
73657290,FR
73602010,EXP
73552560,NXE
73545318,ZG
73521536,ENSG
73465168,AXTA
73326447,SEDG
73224015,MOAT
73108125,MATX
73096440,FYBR
72788772,MBLY
72781650,VTIP
72691182,AVAV
72674524,TMHC
72629317,SPYI
72396495,GL
72277978,PLTD
72124857,IBP
72076232,KTOS
71841700,PAA
71740800,SMMT
71702850,CIBR
71675058,RYAN
71418758,FTEC
71402304,HMY
71382624,KSS
71366125,RMBS
71333613,UAA
71148818,IVE
71105580,DFAC
71102610,DEO
70964496,OPCH
70709443,SAIC
70603442,ALV
70602792,HESM
70444192,LAMR
70420840,ITA
70413105,IAG
70348628,TTC
70330642,HLI
70214520,HALO
70157997,CHH
70088448,ODD
70062292,SPSB
69954675,ADUS
69847272,RNG
69738426,OSCR
69732145,LBRDK
69572294,NWSA
69519200,TNDM
69489081,CRNX
69270894,ACHC
69230304,MRP
69220833,CNM
69178200,PEGA
69087411,HLNE
68901920,PJT
68859532,AGCO
68610192,BRKR
68444415,SIG
68400000,IESC
68353120,ETH
68288288,IDU
68223780,REXR
68187816,RVTY
68151160,ALTR
67820718,AM
67808040,BEAM
67702320,CFR
67676196,THO
67544240,OGN
67523115,BIRK
67516120,FSS
67449954,AEO
67442825,SITE
67434690,AESI
67305516,LEVI
67264512,CRBG
67115513,LBRT
67055614,OZK
66989725,BOOT
66947244,MTH
66724704,YPF
66570993,KC
66535264,VCR
66397040,DYNF
66199620,RHI
66128895,AIT
66020250,FNV
65853300,MGY
65780736,PPC
65693984,MFI
65675358,GTBP
65587563,OBDC
65570384,KBH
65180260,RDN
65163800,VMBS
65078300,FTSM
65006755,VV
64847855,DAR
64806516,EWH
64720020,KEX
64555386,BYD
64430019,MAC
64350708,GBIL
64280700,HCC
64164825,GFS
64057650,WK
63948784,RVMD
63944320,DXJ
63938301,KNTK
63913200,SEI
63810063,UMBF
63674778,BCE
63673660,BPMC
63663507,AMED
63618107,CENX
63493629,RYTM
63432269,QUBT
63194335,WU
63147860,AXS
63136556,ALKS
63116634,EPRT
63105581,VPL
63039906,ASND
63004448,HUN
62870524,NVDY
62837099,CCCS
62656725,VFH
62635135,LNC
62570727,NAIL
62467198,SCHP
62411841,IONS
62370756,STNE
62196736,HSAI
62189715,ING
62091150,GLNG
62080155,MBRX
61968384,RYAAY
61948176,TPG
61591382,CUZ
61512126,SNX
61509658,SSB
61404084,AAAU
61369974,TU
61337300,GEO
61205408,DXYZ
61192350,AGX
61167900,RDVY
61147080,FNA
61119004,IDCC
60725385,HAE
60466916,NVST
60407200,AB
60306358,PII
60265452,IRT
60264540,TGTX
60201120,TENB
59942430,VNO
59939593,ITGR
59928521,NOV
59898069,VOE
59836640,AMBA
59807892,ZLAB
59790993,PGX
59622139,WWD
59613312,CPRI
59583552,CARG
59574900,BCC
59473536,XP
59353950,CVLT
59351402,HOG
59284950,CAR
59204752,ONB
59203752,FBL
59108280,PBF
58973238,BEN
58639898,L
58589750,WMG
58519792,SKYW
58412431,VOYA
58342412,FLG
58326528,SHLS
58271312,SPEM
58193788,PTGX
58149481,BTBT
58056416,WTFC
58031131,MGA
57896981,TVTX
57852024,RPM
57829136,RGLD
57820542,CM
57788780,HGER
57685350,HBM
57678836,BECN
57551200,RDNT
57435950,KRYS
57412826,CC
57385664,AN
57335320,UFPI
57048480,SNV
57026432,ESAB
57016422,BTU
57014245,NNN
57008922,AMR
56886984,KNSL
56857392,RNA
56801580,KIE
56460261,STAG
56452308,ASGN
56208826,CABO
56126954,QS
55903940,LEA
55769256,CHE
55754076,SEIC
55753750,SMTC
55653741,SON
55569019,HP
55555920,NE
55540485,FNDX
55497360,SCHA
55377280,HHH
55315408,NXST
55235659,PAGP
55192368,UGL
55091408,JGRO
55015545,SMG
54997782,DAVE
54992977,OGE
54956152,UCO
54933587,MORN
54885116,AROC
54715334,SERV
54665924,ALIT
54630055,SHOO
54546060,HBI
54342576,YMAX
54009312,TS
53932220,YETI
53858739,HODL
53840448,ICUI
53723376,ARGT
53713576,LUMN
53699152,NVDS
53695677,NSIT
53687325,PVH
53625990,COTY
53452605,FRT
53433350,BAP
53404344,ECG
53358548,GGAL
53123172,NOG
53052646,HDV
52982064,JCPB
52837848,ST
52771308,JANX
52574940,TPH
52540650,QFIN
52518960,TDC
52511004,AMC
52451856,PDBC
52408760,CLBT
52396146,GTES
52363375,SPAB
52353117,EHC
52352994,VNT
52266760,FMX
52185937,VUSB
52140632,UBSI
52137774,FSK
52122000,UFPT
52085539,LAZ
52014149,PBR.A
51849213,TXNM
51788709,POWI
51773680,BGC
51734784,VERX
51722648,PYCR
51719625,DX
51701247,ROIV
51476736,DPST
51427152,GGLL
51397014,ARHS
51324000,ERIE
51221616,SPLB
51170952,AAXJ
51014033,VOX
51012585,FLYW
50930589,AIQ
50928080,R
50892395,RDW
50887740,EPR
50880150,DBEF
50874000,UEC
50767500,KSPI
50765888,WHD
50758497,KAI
